n_var,time
25,0.012686967849731445
64,0.0504307746887207
121,0.24359965324401855
196,0.9875471591949463
289,2.89882230758667
400,7.485494375228882
529,17.288001775741577
676,36.28318929672241
841,70.53510761260986
1024,128.77984595298767
1225,223.26646828651428
